10752,44
0,7,2,0
1,63,84,0
2,37,64,0
3,44,70,0
4,43,88,0
5,70,88,0
6,21,71,0
7,82,68,0
8,89,30,0
9,82,48,0
10,64,67,0
11,68,17,0
12,2,35,0
13,34,87,0
14,67,30,0
15,46,55,0
16,87,12,0
17,54,56,0
18,95,60,0
19,25,55,0
20,11,33,0
21,91,65,0
22,0,33,0
23,53,48,0
24,47,63,0
25,92,84,0
26,59,79,0
27,67,1,0
28,20,79,0
29,17,87,0
30,34,58,0
31,9,78,0
32,63,29,0
33,99,45,0
34,50,13,0
35,77,98,0
36,13,14,0
37,53,76,0
38,60,12,0
39,44,8,0
40,94,94,0
41,52,35,0
42,18,7,0
43,99,87,0
44,52,8,0
45,5,27,0
46,26,81,0
47,58,2,0
48,74,21,0
49,99,0,0
50,63,49,0
51,69,13,0
52,85,80,0
53,96,70,0
54,20,33,0
55,0,74,0
56,55,60,0
57,60,8,0
58,64,32,0
59,97,4,0
60,54,15,0
61,92,89,0
62,58,99,0
63,31,53,0
64,19,50,0
65,16,26,0
66,72,11,0
67,9,76,0
68,97,48,0
69,6,54,0
70,36,79,0
71,72,92,0
72,87,77,0
73,33,27,0
74,27,97,0
75,17,67,0
76,45,31,0
77,42,13,0
78,95,63,0
79,31,99,0
80,42,6,0
81,32,20,0
82,83,42,0
83,68,84,0
84,1,95,0
85,96,39,0
86,58,75,0
87,64,59,0
88,54,81,0
89,55,37,0
90,48,5,0
91,89,33,0
92,24,56,0
93,96,19,0
94,48,46,0
95,34,97,0
96,69,59,0
97,61,50,0
98,68,23,0
99,29,5,0
100,89,19,1
101,89,39,1
102,87,68,1
103,17,55,1
104,13,7,1
105,5,33,1
106,72,98,1
107,44,64,1
108,34,81,1
109,16,33,1
110,54,50,1
111,17,79,1
112,50,8,1
113,1,78,1
114,64,30,1
115,68,21,1
116,2,33,1
117,87,80,1
118,95,65,1
119,53,37,1
120,53,46,1
121,47,56,1
122,92,87,1
123,60,2,1
124,52,32,1
125,97,45,1
126,31,55,1
127,31,97,1
128,19,55,1
129,42,8,1
130,32,13,1
131,48,8,1
132,29,7,1
