7680,38
0,36,93,0
1,79,56,0
2,89,14,0
3,94,18,0
4,50,55,0
5,36,51,0
6,37,89,0
7,58,15,0
8,77,28,0
9,85,57,0
10,1,99,0
11,62,97,0
12,81,85,0
13,34,24,0
14,58,19,0
15,14,74,0
16,5,85,0
17,39,23,0
18,15,34,0
19,71,73,0
20,19,95,0
21,52,88,0
22,41,69,0
23,84,19,0
24,39,21,0
25,70,50,0
26,38,57,0
27,57,43,0
28,88,59,0
29,48,43,0
30,9,19,0
31,28,59,0
32,68,40,0
33,95,90,0
34,25,10,0
35,4,94,0
36,41,42,0
37,54,40,0
38,63,15,0
39,53,87,0
40,26,71,0
41,49,58,0
42,12,46,0
43,3,16,0
44,37,59,0
45,29,94,0
46,62,89,0
47,66,21,0
48,35,57,0
49,17,34,0
50,62,1,0
51,67,18,0
52,97,49,0
53,1,20,0
54,69,13,0
55,77,10,0
56,60,94,0
57,96,1,0
58,33,94,0
59,10,87,0
60,65,59,0
61,12,50,0
62,98,2,0
63,26,90,0
64,84,40,0
65,42,36,0
66,20,41,0
67,28,34,0
68,92,65,0
69,89,69,0
70,49,92,0
71,11,87,0
72,97,67,0
73,36,32,0
74,56,92,0
75,98,35,0
76,55,49,0
77,73,77,0
78,51,53,0
79,87,22,0
80,80,2,0
81,52,28,0
82,60,56,0
83,51,79,0
84,31,0,0
85,94,32,0
86,54,28,0
87,64,23,0
88,75,83,0
89,29,73,0
90,38,61,0
91,36,52,0
92,8,29,0
93,97,54,0
94,57,29,0
95,41,47,0
96,85,59,0
97,50,65,0
98,49,72,0
99,43,8,0
100,31,8,1
101,71,56,1
102,77,18,1
103,89,18,1
104,39,8,1
105,19,90,1
106,54,43,1
107,89,65,1
108,15,41,1
109,71,59,1
110,52,92,1
111,49,69,1
112,3,19,1
113,67,15,1
114,55,53,1
115,87,19,1
116,36,24,1
117,36,34,1
118,37,92,1
119,77,13,1
120,62,94,1
121,14,87,1
122,5,87,1
123,70,40,1
124,28,71,1
125,97,65,1
126,36,57,1
127,36,59,1
128,50,58,1
129,77,19,1
130,62,15,1
131,52,87,1
132,41,43,1
133,41,36,1
134,57,28,1
135,9,29,1
136,96,2,1
137,55,43,1

7681,43
0,96,37,0
1,18,48,0
2,8,3,0
3,92,67,0
4,67,2,0
5,38,18,0
6,32,22,0
7,67,31,0
8,14,65,0
9,58,38,0
10,64,94,0
11,18,27,0
12,87,28,0
13,42,60,0
14,17,79,0
15,46,7,0
16,40,83,0
17,37,11,0
18,53,74,0
19,76,35,0
20,24,68,0
21,56,43,0
22,78,92,0
23,33,63,0
24,2,44,0
25,69,68,0
26,35,29,0
27,3,58,0
28,93,73,0
29,58,91,0
30,13,51,0
31,95,57,0
32,27,72,0
33,93,62,0
34,21,30,0
35,84,47,0
36,19,84,0
37,10,52,0
38,94,56,0
39,88,72,0
40,69,77,0
41,12,8,0
42,33,27,0
43,75,49,0
44,86,21,0
45,43,80,0
46,34,13,0
47,10,81,0
48,7,39,0
49,97,45,0
50,63,28,0
51,51,50,0
52,36,68,0
53,9,12,0
54,81,2,0
55,90,44,0
56,16,71,0
57,98,41,0
58,61,69,0
59,61,6,0
60,12,25,0
61,51,19,0
62,8,63,0
63,20,91,0
64,74,48,0
65,27,91,0
66,84,0,0
67,94,37,0
68,22,2,0
69,12,56,0
70,98,75,0
71,43,38,0
72,10,28,0
73,18,25,0
74,36,61,0
75,72,72,0
76,97,17,0
77,61,81,0
78,72,45,0
79,27,11,0
80,67,50,0
81,23,29,0
82,10,19,0
83,37,31,0
84,24,49,0
85,89,59,0
86,30,68,0
87,94,53,0
88,62,66,0
89,84,91,0
90,82,72,0
91,79,35,0
92,62,58,0
93,9,51,0
94,64,71,0
95,94,83,0
96,81,87,0
97,50,35,0
98,81,84,0
99,78,86,0
100,8,58,1
101,87,35,1
102,69,72,1
103,7,44,1
104,61,74,1
105,56,50,1
106,24,71,1
107,93,59,1
108,94,45,1
109,94,75,1
110,12,3,1
111,43,35,1
112,34,18,1
113,61,91,1
114,62,50,1
115,92,72,1
116,17,81,1
117,46,18,1
118,56,38,1
119,33,68,1
120,33,29,1
121,10,56,1
122,10,25,1
123,34,11,1
124,81,91,1
125,61,71,1
126,72,48,1
127,18,49,1
128,87,21,1
129,17,71,1
130,33,22,1
131,69,71,1
132,21,29,1
133,10,51,1
134,10,12,1
135,94,57,1
136,43,74,1
137,97,41,1
138,63,31,1
139,58,35,1
140,81,72,1
141,81,86,1
142,90,45,1

7682,38
0,32,2,0
1,90,56,0
2,35,83,0
3,58,85,0
4,52,9,0
5,10,90,0
6,68,41,0
7,47,97,0
8,71,86,0
9,35,60,0
10,99,58,0
11,65,70,0
12,21,78,0
13,38,7,0
14,73,82,0
15,72,21,0
