5120,30
0,86,50,0
1,86,15,0
2,3,68,0
3,81,65,0
4,98,26,0
5,84,41,0
6,37,95,0
7,87,82,0
8,28,87,0
9,5,93,0
10,22,87,0
11,43,37,0
12,79,52,0
13,91,55,0
14,10,22,0
15,6,94,0
16,97,42,0
17,63,60,0
18,31,13,0
19,75,36,0
20,6,83,0
21,63,21,0
22,96,14,0
23,24,95,0
24,76,15,0
25,92,60,0
26,44,62,0
27,14,6,0
28,39,33,0
29,55,54,0
30,63,52,0
31,85,66,0
32,97,40,0
33,9,89,0
34,16,50,0
35,31,26,0
36,87,14,0
37,50,22,0
38,47,52,0
39,12,83,0
40,3,85,0
41,2,74,0
42,55,44,0
43,68,99,0
44,85,80,0
45,52,93,0
46,56,62,0
47,3,65,0
48,69,10,0
49,98,52,0
50,36,41,0
51,20,82,0
52,21,31,0
53,96,76,0
54,2,83,0
55,23,72,0
56,25,64,0
57,91,57,0
58,73,36,0
59,34,52,0
60,12,17,0
61,20,2,0
62,71,45,0
63,78,77,0
64,66,84,0
65,33,34,0
66,40,77,0
67,76,49,0
68,95,84,0
69,76,94,0
70,81,31,0
71,53,34,0
72,55,24,0
73,36,45,0
74,79,38,0
75,81,91,0
76,70,46,0
77,68,30,0
78,25,41,0
79,57,80,0
80,74,61,0
81,65,92,0
82,9,1,0
83,81,12,0
84,52,70,0
85,75,80,0
86,63,82,0
87,9,25,0
88,49,98,0
89,20,31,0
90,22,89,0
91,53,28,0
92,56,9,0
93,26,28,0
94,8,58,0
95,89,91,0
96,12,21,0
97,24,46,0
98,37,30,0
99,52,77,0
100,68,94,1
101,79,61,1
102,63,10,1
103,14,2,1
104,52,62,1
105,89,84,1
106,81,15,1
107,37,33,1
108,5,89,1
109,43,34,1
110,91,52,1
111,55,52,1
112,78,80,1
113,49,95,1
114,86,52,1
115,81,38,1
116,22,82,1
117,31,28,1
118,75,45,1
119,75,38,1
120,55,22,1
121,36,34,1
122,20,28,1
123,3,83,1
124,10,25,1
125,97,52,1
126,63,61,1
127,52,80,1
128,36,52,1
129,66,92,1

5121,38
0,20,72,0
1,70,25,0
2,91,82,0
3,27,18,0
4,82,28,0
5,52,39,0
6,68,56,0
7,52,45,0
8,28,81,0
9,25,89,0
10,21,64,0
11,13,56,0
12,54,76,0
13,90,70,0
14,62,77,0
15,21,68,0
16,86,33,0
17,33,75,0
18,21,72,0
19,70,69,0
20,38,48,0
21,14,85,0
22,18,79,0
23,30,12,0
24,98,82,0
25,48,4,0
26,1,13,0
27,52,80,0
28,70,92,0
29,96,78,0
30,17,7,0
31,45,40,0
32,82,63,0
33,88,27,0
34,72,16,0
35,5,43,0
36,95,66,0
37,8,21,0
38,27,99,0
39,47,31,0
40,50,46,0
41,24,59,0
42,11,23,0
43,2,0,0
44,39,92,0
45,11,55,0
46,67,70,0
47,64,52,0
48,27,15,0
49,30,78,0
50,73,43,0
51,3,44,0
52,32,70,0
53,96,35,0
54,37,26,0
55,74,46,0
56,42,38,0
57,36,8,0
58,53,49,0
59,30,85,0
60,13,51,0
61,15,20,0
62,60,62,0
63,44,46,0
64,50,34,0
65,66,54,0
66,33,57,0
67,38,17,0
68,88,50,0
69,50,66,0
70,34,19,0
71,28,28,0
72,72,53,0
73,99,75,0
74,48,31,0
75,42,70,0
76,57,76,0
77,65,61,0
78,70,42,0
79,20,74,0
80,92,78,0
81,37,88,0
82,4,53,0
83,23,8,0
84,37,3,0
85,82,71,0
86,63,53,0
87,16,57,0
88,47,14,0
89,63,44,0
90,80,78,0
91,92,80,0
92,16,17,0
93,52,31,0
94,64,57,0
95,50,86,0
96,41,73,0
97,99,34,0
98,18,59,0
99,82,85,0
100,86,46,1
101,30,8,1
102,50,70,1
103,70,77,1
104,21,59,1
105,86,28,1
106,30,88,1
107,37,19,1
108,20,79,1
109,27,89,1
110,82,78,1
111,52,76,1
112,52,34,1
113,68,54,1
114,28,79,1
115,28,19,1
116,86,35,1
117,33,73,1
118,98,78,1
119,72,25,1
120,11,21,1
121,64,54,1
122,92,70,1
123,63,49,1
124,70,70,1
125,70,78,1
126,70,43,1
127,82,70,1
128,52,46,1
129,13,55,1
130,17,8,1
131,45,46,1
132,47,4,1
133,2,13,1
134,64,53,1
135,64,61,1
136,37,4,1
137,4,44,1

5122,41
0,99,2,0
1,18,97,0
2,25,44,0
3,27,55,0
4,72,82,0
5,13,30,0
6,85,61,0
7,43,74,0
8,27,21,0
9,83,46,0
10,41,11,0
11,69,40,0
12,39,76,0
13,98,34,0
14,2,73,0
15,11,67,0
16,82,74,0
17,3,36,0
18,12,64,0
19,21,31,0
20,52,23,0
21,56,80,0
22,72,74,0
23,54,79,0
24,62,33,0
25,80,42,0
26,90,66,0
27,57,57,0
28,89,32,0
29,63,65,0
30,44,75,0
31,92,77,0
32,24,95,0
33,72,78,0
34,53,76,0
35,34,92,0
36,64,3,0
37,28,93,0
38,80,67,0
39,26,29,0
40,16,79,0
41,39,52,0
42,15,84,0
43,69,28,0
44,58,48,0
45,21,86,0
46,76,63,0
47,18,5,0
48,20,71,0
49,1,58,0
50,89,43,0
51,90,60,0
52,56,72,0
53,93,88,0
54,46,51,0
55,81,92,0
56,70,11,0
57,5,13,0
58,75,65,0
59,87,33,0
60,40,37,0
61,46,21,0
62,83,97,0
63,26,59,0
64,39,75,0
65,65,46,0
66,17,7,0
67,56,18,0
68,81,93,0
69,74,25,0
70,1,72,0
71,87,37,0
72,31,35,0
73,72,63,0
74,76,61,0
75,38,91,0
76,40,77,0
77,22,78,0
78,30,86,0
79,32,33,0
80,80,99,0
81,7,62,0
82,27,0,0
83,27,81,0
84,19,95,0
85,42,63,0
86,28,27,0
87,57,16,0
88,35,8,0
89,74,10,0
90,58,67,0
91,11,5,0
92,42,35,0
93,70,52,0
94,36,72,0
95,63,51,0
96,97,10,0
97,93,26,0
98,60,8,0
99,57,66,0
100,27,5,1
101,69,33,1
102,57,51,1
103,64,8,1
104,26,35,1
105,1,62,1
106,93,32,1
107,27,52,1
108,27,86,1
109,83,43,1
110,20,64,1
111,27,8,1
112,72,65,1
113,69,42,1
114,52,21,1
115,26,31,1
116,20,78,1
117,81,97,1
118,87,43,1
119,40,35,1
120,65,51,1
121,30,92,1
122,27,27,1
123,13,31,1
124,43,75,1
125,11,64,1
126,11,7,1
127,54,76,1
128,80,61,1
129,80,74,1
130,90,61,1
131,57,67,1
132,57,65,1
133,92,88,1
134,26,44,1
135,16,84,1
136,58,51,1
137,70,25,1
138,70,10,1
139,32,35,1
140,42,52,1

5123,34
0,14,19,0
1,94,48,0
2,55,83,0
3,39,8,0
4,68,43,0
5,23,34,0
6,78,37,0
7,47,32,0
8,76,89,0
